createdTime,updatedTime,symbol,category,Position_Direction,avgEntryPrice,avgExitPrice,closedSize,closedPnl,leverage,orderId,execType,orderType,side,qty,cumEntryValue,orderPrice,fillCount,cumExitValue,Strategy,Emotions,Lessons_Learned
2025-05-10 23:29:18.470,2025-05-10 23:29:18.472,FARTCOINUSDT,linear,Long,1.4237,1.4228,1.0,-0.00246558,25,2bb73999-8995-4486-8595-41c81d900291,Trade,Market,Sell,1,1.4237,1.2085,1,1.4228,,,
2025-05-10 23:28:59.583,2025-05-10 23:28:59.585,FARTCOINUSDT,linear,Long,1.422,1.4215,1.0,-0.00206393,25,ddc904ed-fa6f-4a58-8550-426976daf10b,Trade,Market,Sell,1,1.422,1.2077,1,1.4215,,,
2025-05-10 23:28:44.286,2025-05-10 23:28:44.288,FARTCOINUSDT,linear,Long,1.4189,1.4201,1.0,-0.00036146,25,b4e26818-3dfc-41fb-9ce6-e3fd94597d9a,Trade,Market,Sell,1,1.4189,1.2067,1,1.4201,,,
2025-05-10 23:28:29.274,2025-05-10 23:28:29.276,FARTCOINUSDT,linear,Long,1.4203,1.4196,1.0,-0.00226195,25,846bb940-821c-47e1-8f3d-bcd4071cce08,Trade,Market,Sell,1,1.4203,1.2067,1,1.4196,,,
2025-05-10 23:28:13.005,2025-05-10 23:28:13.007,FARTCOINUSDT,linear,Long,1.4214,1.4212,1.0,-0.00176343,25,2f11c749-111b-474b-8463-89b0574d24ab,Trade,Market,Sell,1,1.4214,1.2081,1,1.4212,,,
2025-05-10 23:27:56.557,2025-05-10 23:27:56.560,FARTCOINUSDT,linear,Long,1.4213,1.4197,1.0,-0.00316256,25,1aa36be1-2e2e-48bc-9dcc-fd5bfde34359,Trade,Market,Sell,1,1.4213,1.207,1,1.4197,,,
2025-05-10 23:27:41.450,2025-05-10 23:27:41.452,FARTCOINUSDT,linear,Long,1.4182,1.4203,1.0,0.00053882,25,f2ce4899-541c-443c-a419-0aaf6e84cd7b,Trade,Market,Sell,1,1.4182,1.206,1,1.4203,,,
2025-05-10 23:27:26.204,2025-05-10 23:27:26.205,FARTCOINUSDT,linear,Long,1.4145,1.4178,1.0,0.00174223,25,ae36a33b-b6a7-429f-aedd-5950dfbe7414,Trade,Market,Sell,1,1.4145,1.204,1,1.4178,,,
2025-05-10 23:27:12.430,2025-05-10 23:27:12.432,FARTCOINUSDT,linear,Long,1.4154,1.414,1.0,-0.00295617,25,e4b2e453-e9e1-4a8f-8e8a-040a5faf527b,Trade,Market,Sell,1,1.4154,1.2014,1,1.414,,,
2025-05-10 23:03:08.686,2025-05-10 23:03:08.689,FARTCOINUSDT,linear,Long,1.3651,1.3627,2.0,-0.00780058,25,5895e518-6929-4312-9ab4-61f813c279f3,Trade,Market,Sell,2,2.7302,1.1584,1,2.7254,,,
2025-05-10 23:02:42.400,2025-05-10 23:02:42.402,FARTCOINUSDT,linear,Long,1.3655,1.3659,2.0,-0.00220454,25,fd7f2e5a-cdc8-4a64-8a10-963f9b2f8fd7,Trade,Market,Sell,2,2.731,1.1611,1,2.7318,,,
2025-05-10 23:02:26.262,2025-05-10 23:02:26.264,FARTCOINUSDT,linear,Long,1.3655,1.3657,2.0,-0.00260432,25,5b5c8013-74f0-4fc5-b0f4-cf0d59649e45,Trade,Market,Sell,2,2.731,1.1604,1,2.7314,,,
2025-05-10 23:02:07.387,2025-05-10 23:02:07.389,FARTCOINUSDT,linear,Long,1.3632,1.364,2.0,-0.00139992,25,3c3e02f4-6cea-4787-b05f-3198f1518c0a,Trade,Market,Sell,2,2.7264,1.1585,1,2.728,,,
2025-05-10 23:01:54.060,2025-05-10 23:01:54.062,FARTCOINUSDT,linear,Long,1.3614,1.3623,2.0,-0.00119607,25,509b6ae0-ee84-4d59-98f4-0e895ac42b51,Trade,Market,Sell,2,2.7228,1.1572,1,2.7246,,,
2025-05-10 23:01:41.220,2025-05-10 23:01:41.222,FARTCOINUSDT,linear,Long,1.3607,1.3606,2.0,-0.00319343,25,b88840ca-d70d-4174-a86e-a72bcf5bcfb5,Trade,Market,Sell,2,2.7214,1.1564,1,2.7212,,,
2025-05-10 23:01:27.535,2025-05-10 23:01:27.537,FARTCOINUSDT,linear,Long,1.3615,1.3606,2.0,-0.00479431,25,a125a402-5896-44e1-b0c5-64469cbc96b9,Trade,Market,Sell,2,2.723,1.1562,1,2.7212,,,
2025-05-10 23:01:13.067,2025-05-10 23:01:13.069,FARTCOINUSDT,linear,Long,1.3608,1.3607,2.0,-0.00319365,25,b4bb81ed-cbab-4e48-8600-005cf0c16b53,Trade,Market,Sell,2,2.7216,1.1558,1,2.7214,,,
2025-05-10 23:00:53.546,2025-05-10 23:00:53.548,FARTCOINUSDT,linear,Long,1.3594,1.3593,2.0,-0.00319057,25,23280a38-1af1-4f06-8ff9-90827b4396d0,Trade,Market,Sell,2,2.7188,1.1553,1,2.7186,,,
2025-05-10 23:00:40.566,2025-05-10 23:00:40.568,FARTCOINUSDT,linear,Long,1.3588,1.3592,2.0,-0.0021898,25,33cf1039-9e13-48bf-a375-e4621c26173b,Trade,Market,Sell,2,2.7176,1.1548,1,2.7184,,,
2025-05-10 23:00:26.781,2025-05-10 23:00:26.782,FARTCOINUSDT,linear,Long,1.3588,1.3592,2.0,-0.0021898,25,3c032143-736c-44ae-8d9d-bff437f9c6f3,Trade,Market,Sell,2,2.7176,1.1543,1,2.7184,,,
2025-05-10 23:00:13.115,2025-05-10 23:00:13.117,FARTCOINUSDT,linear,Long,1.3572,1.3583,2.0,-0.00078705,25,fb129540-60ae-46dd-9b68-7714b746697f,Trade,Market,Sell,2,2.7144,1.1541,1,2.7166,,,
2025-05-10 22:59:00.065,2025-05-10 22:59:00.066,FARTCOINUSDT,linear,Long,1.3563,1.356,2.0,-0.00358353,25,e4cf71b1-998d-447a-8972-cf503c918a3d,Trade,Market,Sell,2,2.7126,1.1526,1,2.712,,,
2025-05-10 22:57:40.819,2025-05-10 22:57:40.821,FARTCOINUSDT,linear,Long,1.3531,1.3536,2.0,-0.00197737,25,fcb7ced0-637c-4dfb-b5ea-bf8f4005aaec,Trade,Market,Sell,2,2.7062,1.1504,1,2.7072,,,
